"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","C"
408.90987,200.99079,8524.605,16.51715,0.20846,0,41.33859,56.73035,245.56479,5.59836,318.10035,10482.342,53.78543,39.56495,120.23526,29337.351,12.2602,1814.7621,15.42599,91.87557,-151.15485,18.55286,3648.4164,151.64682,29.17237,-90.03603,6701.9079,108.98136,7.28447,-57.68145,549.07578,73.78101,142.13655,28267.161,4.09896,23.91588,30.66947,-114.37509,65.1004,8.1282,7805.418,-920.5635,128.81403,451.58223,0,15.60594,-33.74652,179.82021,227.5827,13.66697,"0"
350.60004,195.76749,8908.728,19.51872,0,5.4628,21.80014,56.5248,230.79879,10.29563,278.79864,12691.101,-57.49618,13.12642,102.52227,29628.945,11.45234,1405.3299,18.10132,61.54448,-33.08219,22.04419,3035.3445,175.08612,33.43361,-96.89601,8422.761,92.24541,9.72189,-47.90856,572.05002,74.83326,82.12173,28264.608,0.77415,19.15136,85.74561,-147.36882,66.03597,7.36196,9019.197,-999.1614,131.43465,491.4249,0,14.5857,4.10674,204.42975,116.472,19.26956,"0"
293.56939,96.20366,10965.14027,17.24997,-0.21103,-1.8796,88.07648,60.92699,213.74514,15.67332,294.15016,2891.68431,2.19915,3.94525,164.2926,44023.74082,NA,744.01433,17.46554,64.22071,51.04683,22.90318,6433.01173,249.55181,33.51611,16.41778,10754.82131,110.71452,7.45788,17.4129,373.79357,117.75425,63.55632,33486.98185,7.39321,21.93073,17.93019,-177.52234,82.35774,7.63942,8302.67531,768.63409,158.54177,144.85894,0.19857,13.47512,14.50044,150.73441,64.77627,22.01869,"1"
386.28063,42.09828,2608.4691,18.904,0.4112,19.63443,47.48214,50.34337,240.42015,9.63081,298.11795,11932.584,32.3461,36.7011,140.35635,78740.04,32.64997,912.6078,17.84623,44.40661,-55.34614,21.95828,8235.909,199.95855,32.27896,-8.5758,8552.964,130.03671,10.61641,-13.81415,666.53448,83.00838,64.16075,17159.886,1.67159,18.27527,-25.0421,-214.97019,88.3269,8.91873,12223.764,-2342.1843,1.56332,240.61197,0.08224,15.33932,-4.29248,302.81823,128.85336,19.88946,"0"
391.75026,111.01686,2144.2164,15.66949,0.5509,13.37807,73.14966,50.77924,242.8524,11.06256,310.08462,8875.539,41.58326,38.55182,125.16117,41303.262,18.36732,248.03637,17.90419,54.55858,-52.47685,17.49102,4338.9201,233.23725,32.4142,-22.64911,293.38662,101.18781,9.67449,-14.65539,449.90346,110.13642,31.40411,25344.183,4.41026,22.20179,35.06318,-224.94207,67.24354,7.47919,9799.725,-1963.0431,121.30407,452.61723,0.13772,12.64273,-0.26668,284.70918,86.59086,21.23744,"0"
410.8743,59.42432,8209.758,19.12756,1.29664,9.15533,69.07245,54.07599,252.32196,11.49098,311.26452,24860.286,51.65299,37.71023,142.3677,82145.88,32.16311,967.8009,17.78254,49.13497,-71.99115,18.43087,5921.4351,242.70129,32.15172,-87.3747,12510.252,120.64098,14.53871,-33.27187,594.81519,71.22387,42.27851,9572.439,3.33379,20.90728,34.32253,-274.93671,86.59983,5.80145,10873.02,-4000.5855,4.31757,605.27214,0.27785,12.05057,-42.93967,89.26254,35.30958,16.89741,"0"
287.84385,98.36778,7906.641,19.68473,0,11.09306,63.26921,58.24538,218.95149,14.32254,283.54653,10698.588,45.68283,3.33569,144.05544,49267.035,25.44851,1046.7507,17.85582,60.74456,82.89729,24.36045,3486.6459,356.67825,28.10494,28.02704,6229.9203,125.40129,12.6555,15.8918,507.99387,93.3156,59.19814,25300.644,4.09373,21.92937,-22.41527,-202.38804,91.04343,5.03766,10842.453,-472.37262,24.94081,185.71074,0,8.73506,23.96618,156.92877,3.4248,17.43285,"0"
287.73276,168.49455,10085.799,16.78825,0,0,98.64654,58.5356,216.24876,11.14971,289.85865,-127.13871,51.05262,5.48933,164.53257,36032.697,15.41391,1234.9413,16.49997,94.33956,33.75749,21.21426,5381.0547,217.72881,32.70317,-37.81793,2526.9111,113.40426,9.36047,-37.83305,427.04376,84.52707,100.82073,32772.516,6.91173,18.73688,-31.82032,-146.58084,82.16934,9.10517,7591.794,-501.1125,128.30895,392.17668,0,13.54739,17.06591,120.52299,31.06794,14.39361,"0"
304.14485,152.89251,10174.87713,21.29502,1.00951,10.00265,64.06769,59.14939,234.07255,7.69367,291.02249,11426.76631,58.68988,17.38075,142.496,46220.12648,18.29725,1528.31199,16.39079,41.78875,-1.10978,19.35144,3530.44499,292.39102,32.38855,-105.17244,9110.69549,105.11925,15.21911,-89.38567,535.38217,64.23467,62.96569,31998.66353,4.32866,22.94028,53.25497,-161.9835,77.1622,5.38396,7470.17893,-3800.43916,148.4789,770.0745,0.15524,15.18322,6.61334,104.49631,34.0979,10.2438,"0"
308.63424,88.32897,268.54317,15.20125,1.68292,12.69007,44.80025,55.00942,233.25381,9.03652,312.19257,2017.4151,13.86624,30.4143,156.95913,51168.675,22.07455,475.02084,16.05251,98.72589,-74.79393,23.30206,6381.7479,216.3219,34.46957,-51.08298,879.0186,123.01389,5.87053,23.41343,590.35227,103.66767,43.19717,27374.853,4.82143,27.34042,-14.86212,-217.5915,75.16998,8.27807,9906.468,-47.07656,63.21614,358.2894,0.25891,15.45545,3.01887,233.56776,119.89371,14.03846,"1"
355.20786,148.06572,10638.075,25.13767,0,3.80974,75.35766,58.59715,228.63219,9.51517,290.14707,9364.68,-14.5532,2.48337,140.37222,37058.313,18.5501,1644.1941,19.46152,69.4968,82.4067,22.64615,1507.4637,259.96647,30.57086,95.8824,10432.248,111.82278,12.81178,-9.77978,439.98057,72.89436,85.03767,20586.357,3.82143,16.2544,-13.29375,-177.65154,103.14534,3.90391,10533.057,-1272.6774,-32.84573,382.57947,0,11.99876,14.5058,210.38238,96.6345,19.02192,"0"
322.63365,121.10397,9553.74,22.5216,0.35294,14.18964,68.40405,61.2128,228.16023,12.95434,297.45624,2161.5423,53.91915,2.75843,167.43195,41020.776,22.22159,979.3722,19.23527,55.41287,89.80281,27.17648,1299.1113,369.08928,31.41253,58.47122,9421.122,104.89863,14.32199,22.93167,413.96757,68.12004,43.87745,29592.168,4.8411,17.43112,10.56687,-268.12641,91.21731,2.70647,8390.055,925.2003,27.51334,226.84095,0,6.55635,42.83285,139.1316,91.95975,19.69398,"0"
324.42627,71.65995,7400.181,19.77188,0,13.11545,60.5927,55.47476,227.23632,12.138,293.15271,23891.319,48.69254,8.68262,115.43838,52870.629,27.05621,1427.748,18.94312,57.52261,69.56718,21.2006,4193.7234,321.44961,26.01404,35.85323,6159.4092,127.02348,11.42888,5.42399,564.95475,82.52055,79.25409,12628.518,4.30215,23.22692,-30.82513,-190.44207,83.71149,5.05432,12941.157,-2029.8972,2.54157,322.82064,0,8.08991,23.27142,187.32189,88.4442,17.98816,"0"
318.08103,46.81691,745.407,18.02977,0.375,8.43911,68.50824,60.60781,213.36456,12.33134,273.89964,-26.34247,19.90008,5.15049,185.31192,77089.56,38.71466,638.27415,14.25002,60.66197,32.60209,22.21876,8880.99,254.24844,31.29026,7.42647,1093.9674,113.11032,9.07874,29.85754,479.39889,104.34801,63.01998,31572.744,6.82355,23.24403,-3.69654,-198.93804,77.1006,6.16699,9843.402,-889.8516,116.04489,126.6219,0,15.02992,17.51682,177.86475,96.83805,17.2658,"1"
345.98601,245.13423,2585.9061,17.58762,0,8.89997,93.21762,60.59256,222.38148,8.82455,291.05925,-47.98502,-50.73156,4.37712,156.50787,21285.051,12.68206,832.0641,19.71427,48.87932,17.936,25.15271,1584.0054,383.01072,24.88368,41.36909,3299.8146,95.98659,12.10612,-41.16119,262.62435,97.32933,42.433,33992.505,2.04944,15.07643,112.19676,-172.59591,68.23237,3.4189,5317.1262,12.34776,35.65968,170.52177,0,5.05403,27.86006,117.46008,318.58266,18.36552,"1"
370.60038,79.23201,6200.9058,18.25395,0,8.7314,64.23376,60.14068,236.9598,4.93464,277.33446,-28.65032,-9.22923,13.29023,195.38799,66236.412,27.33138,927.0495,18.34834,92.81949,17.72693,23.12921,10998.669,126.42387,28.33375,6.73043,7574.337,102.58851,11.56799,29.19121,634.59714,62.47288,150.20472,32310.009,5.18804,9.22979,-7.61953,-103.61868,114.39441,9.70954,8935.776,2769.1218,36.15345,233.30832,0,16.58712,29.56015,149.05449,304.48182,16.75182,"0"
393.20892,167.90391,7907.193,22.42259,0,5.88154,77.00814,52.37831,244.85892,12.01607,293.82822,12054.231,22.98245,29.22702,120.72102,31266.798,11.99869,3085.2384,19.05221,72.49209,-54.55043,14.93284,1404.4467,126.95448,25.13387,-26.76075,7762.155,118.06866,10.8733,6.84589,515.83158,51.7756,179.03982,16879.056,1.03604,18.47358,0.64922,-102.78861,104.4867,3.28489,13001.463,-2721.4911,2.1032,156.19737,0,16.45008,-54.37821,342.12753,133.92693,17.63902,"0"
271.42392,139.81677,5841.7056,21.40145,0,9.175,49.82345,58.46018,226.51872,12.10529,288.50832,11986.266,59.40907,10.05585,141.19125,39674.793,19.71841,938.3448,19.68646,19.70261,41.94206,21.05086,1550.1333,249.8835,26.18992,46.91379,7437.993,109.20285,14.36863,-42.90185,400.8003,43.4041,50.0446,22856.25,3.16195,18.17446,-19.94059,-237.92304,106.71195,2.6094,9110.76,-2127.6909,8.38585,272.00352,0,7.97868,-1.89609,82.63785,-21.40539,18.5857,"0"
363.6956,63.99897,9426.11893,20.61302,-0.43731,10.77864,67.22343,47.24025,247.3922,9.52944,302.93478,29639.62685,-53.44368,28.07842,120.75573,58532.61951,22.45999,883.45395,NA,63.25936,-56.33227,15.26315,7430.53515,204.722,27.64607,-38.39009,10727.51316,112.65369,8.90709,-20.49906,601.38254,93.2444,63.01375,7776.68395,1.96857,21.59188,9.79086,-218.28211,79.22589,11.27958,11001.44782,-2507.35612,33.92581,498.51702,-0.28368,14.73015,-7.23902,193.90302,13.6766,16.69353,"0"
410.55069,59.34559,7525.14,21.51744,0.73967,11.0636,71.71722,55.51616,237.6843,12.25399,288.31443,8011.452,37.51827,24.52426,152.55762,59344.899,23.00971,2458.884,15.95556,16.99767,-76.60518,19.12556,5170.2183,181.49553,28.06554,-1.86116,14305.908,123.31887,10.94105,-7.43185,636.28833,67.70197,143.8788,25954.143,2.49234,13.3553,-34.1984,-119.75709,92.58282,7.91768,14080.623,-2778.6783,-29.41463,222.07305,0.10567,18.46067,-22.39091,475.70394,177.46179,20.10308,"0"
390.07977,213.89241,3761.8179,17.3357,0,7.23168,43.63608,58.55671,237.21717,10.50297,304.85994,10030.599,42.5977,29.81614,102.94179,29750.178,12.55648,1791.3228,17.64206,22.90869,-104.23761,16.66191,1962.1944,191.9166,21.55084,-28.72022,7627.329,107.78835,12.14655,-63.68176,416.98701,49.63232,129.31359,27650.37,2.62755,12.17257,56.00854,-135.20826,88.16889,4.73627,10328.334,-3432.2739,13.41981,504.36999,0,13.77226,-48.06733,150.15297,14.16563,20.7305,"0"
273.91344,87.38988,9482.946,16.73754,0.52975,8.57849,107.61723,59.70246,232.94676,18.96217,296.6172,16066.926,57.13731,12.26268,136.15563,52964.469,31.33076,827.0133,18.27638,131.88591,88.6443,23.17662,3942.4461,312.2457,31.2492,34.03867,794.3349,92.01219,8.3548,1.31319,449.81376,92.97957,56.87008,24763.341,9.31376,28.30311,68.42661,-228.28167,74.09358,5.26683,7935.621,-447.80862,67.00652,305.37744,0,9.42119,13.76591,63.89807,29.30085,14.27886,"0"
392.17875,63.56094,10108.776,18.94436,0.65359,13.04404,58.64538,55.89545,235.30518,11.00274,301.14498,15833.154,58.48337,40.22438,142.23039,72537.63,30.70024,1048.4826,15.96619,68.76492,-135.24207,22.03515,7353.675,202.46601,27.64554,-50.06495,14838.588,109.06485,10.14024,-18.569,582.3531,68.83826,83.68044,18303.354,5.59448,21.60459,-12.06355,-169.41018,90.71154,7.15785,12446.082,-2959.6584,7.7585,486.89436,0.46685,15.6984,-28.71221,191.49432,29.66869,14.54078,"0"
376.34325,114.53379,8491.761,27.29509,0,6.72953,42.1225,53.8013,225.7956,11.64837,284.58429,13766.949,46.76316,11.48574,121.19919,45570.981,13.2894,2314.9569,13.87569,27.0095,-8.22314,20.56124,2755.6737,201.68838,25.16796,-18.21538,9101.307,132.70632,15.74166,4.41092,802.2354,41.69698,107.93256,24753.612,2.45612,12.98573,-63.20738,-159.33411,90.71637,6.24493,13725.756,-1842.0999,5.75112,290.23746,0,18.22104,25.65965,451.0047,218.98668,14.16853,"0"
326.8461,120.66651,8375.841,24.85428,0.46517,0,20.15863,58.7869,229.54023,5.55017,297.90336,-75.05613,45.5941,0.16039,156.39195,38941.668,18.48462,1358.2995,20.31236,46.6843,102.4374,25.11911,2543.5677,210.31269,30.4528,61.78253,8396.265,113.09652,13.15409,15.00743,451.2807,60.16476,56.80059,28107.288,2.23275,8.16539,-23.25183,-222.64023,121.84572,3.35112,10762.62,3338.0613,-5.08923,207.2553,0,9.94621,30.92132,205.12941,219.61941,24.5077,"1"
301.18086,42.10677,8723.049,20.14807,0.24643,9.33294,49.39855,52.65038,225.98811,9.00602,283.33125,16390.743,38.42569,11.6944,146.03505,81925.77,34.43328,320.09583,18.23573,86.98692,22.03329,21.76784,7037.379,222.09513,33.42146,8.77473,13832.085,104.76339,8.63804,22.30549,632.11659,88.65603,51.83618,19159.713,3.075,22.26968,19.43813,-208.01913,75.33834,6.91987,10633.176,-753.6594,80.72517,197.9955,0,14.30612,28.75872,220.32045,43.13038,18.50125,"0"
273.66711,110.84988,7682.736,16.66592,0.45295,10.3164,63.39796,58.16962,231.1914,12.35121,305.72106,24634.173,-2.57772,39.28467,128.60979,44241.765,23.41543,492.78627,17.21226,64.98461,-73.81068,20.38295,2243.3073,264.06645,32.44208,-48.35658,9053.904,101.19747,10.36753,-51.00894,462.63948,85.87395,85.28607,16888.026,8.63569,27.25058,6.65741,-198.93045,75.91173,4.553,8917.077,-2606.7441,101.61423,374.94876,0,8.97242,-2.85917,122.06376,65.23957,17.43271,"0"
350.55726,223.22673,7624.845,24.0307,0,7.3002,36.89803,58.12077,221.79291,9.01471,275.58186,6106.776,-54.1136,11.25563,140.71239,29971.806,10.46606,2059.8087,15.19932,38.56017,-23.70371,22.19578,2827.6062,153.82653,27.68929,-40.30373,7983.921,96.99399,9.2725,-63.72985,562.50663,43.11003,123.80118,32541.021,8.4505,18.74164,11.66045,-153.16413,80.07933,8.19223,8893.617,-2848.8375,124.98867,357.9858,0,18.85273,17.77164,267.11349,177.9096,12.9041,"0"
389.10825,32.63838,8627.898,24.3561,1.07532,7.61795,50.14285,55.96769,228.1347,9.71934,263.6421,9968.637,62.44638,11.34995,160.57749,72741.87,26.222,2393.9274,18.63897,43.57529,148.49628,21.68573,2504.6931,322.96071,28.62555,16.24253,10764.138,132.78636,16.99436,36.15179,589.16478,75.86688,69.67413,30973.341,1.18059,15.58765,-18.48075,-226.55943,91.32978,3.6651,12462.159,-1728.2292,-8.16284,111.38256,0,9.88949,22.21862,456.83037,133.63299,20.74209,"0"
249.35703,98.84457,8652.945,21.01995,0,13.54546,85.06941,60.17918,260.64681,16.07286,304.63086,7869.657,53.54973,7.26363,183.58278,54891.225,29.50157,3127.5492,22.25809,2.50587,31.35105,18.81816,3709.1709,508.11393,26.53519,69.552,6283.6506,72.97026,18.98066,-34.0475,226.52148,42.84472,81.2268,30677.883,8.08038,15.58931,122.30526,-175.7361,86.45493,3.52344,5953.1337,-2190.336,15.33297,233.46771,0,4.39529,1.6328,44.85,50.61757,19.08195,"0"
386.75742,132.7077,6124.44,21.30748,0,7.43344,31.67818,57.30995,218.06346,9.75184,283.44993,10930.29,50.82167,7.56219,132.89469,42659.25,14.69769,2451.7287,14.76483,43.18682,25.70285,22.07414,3636.714,217.54044,27.87441,-2.05819,7590.621,111.67857,10.76366,-18.23622,627.46668,69.10212,75.10305,30053.433,2.1602,16.90776,23.64685,-165.82494,93.92625,7.4411,10525.881,-880.9713,51.15074,252.61866,0,15.10686,18.32723,262.13514,242.65368,18.18005,"0"
390.24744,100.55646,8642.595,15.97095,0.25,11.41115,39.78112,57.35956,240.15174,8.01125,305.14491,28596.222,3.85562,43.18724,129.43227,50996.382,23.46725,706.4082,15.75001,89.53854,-137.13957,19.62498,3572.5509,263.79597,30.9534,-149.85213,11344.083,110.55387,9.26139,-17.99051,552.3243,70.67325,50.49544,12710.559,4.86473,24.87409,9.07191,-210.82812,100.39776,5.88244,11844.609,-1460.4126,14.88109,693.0291,0.25,12.02573,-24.71318,152.51277,166.83717,12.49742,"0"
290.87818,74.4968,1386.42676,19.34576,-0.13199,19.16373,72.85933,56.1186,221.31038,12.02957,298.34645,14166.93238,9.93221,9.0997,149.20036,60012.0928,31.0489,791.05893,17.37127,112.80512,50.79688,25.27803,6351.09747,279.25784,30.74149,5.22029,679.19912,115.10158,10.38314,13.03882,485.67162,91.22224,39.81604,21003.12494,5.74701,25.09078,-17.65946,-263.09858,77.08043,8.3064,9949.40904,-1670.66103,47.04985,414.25047,0.30369,10.74555,34.21554,131.02591,110.86274,17.55063,"1"
346.29858,61.08184,8900.103,17.39545,0.73293,12.49666,74.55174,60.22907,224.32107,14.2356,297.12573,6676.8885,58.83589,1.32439,224.181,75324.54,38.68271,1503.0546,17.59031,66.07771,110.71878,24.39605,5431.9284,456.94836,27.95183,16.35611,8319.951,127.37883,10.74406,51.97784,521.9781,94.28436,43.12762,31350.15,3.93585,20.65819,10.19496,-250.72047,86.91378,4.07066,10609.992,1311.2484,33.80538,155.65434,0,6.98687,25.93952,178.34361,284.72091,17.48771,"0"
386.75742,144.0375,7359.333,19.452,0,9.89915,63.59226,53.2807,243.83634,11.08244,303.87738,20587.392,54.70948,44.16973,106.91412,35816.175,15.24472,1288.5888,17.06129,30.27009,-120.60165,16.15538,3414.2442,212.30265,25.55015,-123.50655,9712.785,105.61554,11.4333,-42.61951,520.90653,69.14973,112.52244,17706.435,6.34027,23.99903,7.41495,-161.28819,73.8852,6.47882,11722.341,-3629.2896,12.53882,456.42672,0.15098,14.38105,-44.3038,215.31036,101.98614,12.48624,"1"
328.56972,233.41044,8321.193,21.96684,0,5.68624,50.33122,53.68407,234.04317,12.53337,290.71011,16553.031,62.80311,10.30067,94.99368,26123.262,10.49207,1457.6319,18.06179,35.24216,-0.99014,19.48236,1571.7165,177.86613,24.99132,-4.601,8211.207,105.92604,13.01202,-52.87097,551.47974,61.37295,108.42315,23671.347,3.12941,19.17945,-13.65427,-154.08804,92.26266,5.81224,8470.647,-2504.4033,9.01237,300.20589,0,13.13732,3.53164,186.11646,11.66417,18.06972,"0"
196.48785,42.04757,5844.1482,18.79532,0.84404,21.74128,62.97589,60.75595,254.50926,14.43377,299.21436,15495.192,61.72926,13.57133,187.18596,108755.04,62.42009,1264.0041,25.63764,10.66968,56.13274,18.7798,7289.436,328.31511,30.30059,-0.94316,5337.5364,82.01754,16.04857,-29.5427,366.55629,62.33915,33.48798,25431.468,6.88873,17.9075,95.70714,-296.46747,97.53771,4.67966,7783.752,-1478.6286,-12.20879,564.11502,0,6.36157,12.26399,52.46305,9.85499,14.27651,"0"
438.14655,122.19417,7598.556,23.69557,0,11.27957,35.10865,50.31811,243.32505,7.98019,293.65434,20779.626,50.37055,31.1159,86.05335,28999.941,11.05732,266.86026,16.58249,59.39713,-65.59782,13.63136,1723.2129,197.08194,29.97953,-143.37717,7445.583,123.84327,11.3632,-5.46233,628.8315,65.8231,50.60522,15271.977,3.00535,20.19651,-25.02257,-181.60317,66.68036,5.10906,13429.263,-2196.2355,-3.39713,469.58571,0,16.37363,-42.26988,493.66188,223.80357,15.67521,"0"
286.87785,103.16673,6671.0373,19.3859,0.13143,9.95249,63.97714,57.35363,229.4733,11.46166,305.38917,18064.959,58.21157,29.607,148.12713,57176.988,26.772,309.7479,18.79429,77.87409,-12.37211,18.66284,3961.5729,456.08586,32.0298,-70.65738,8684.133,99.89751,12.6595,-32.15248,378.20901,85.88982,29.8463,20748.921,4.00212,24.33927,73.26903,-262.41873,102.43188,4.43282,10871.709,-2276.9931,19.39142,559.38507,0,7.72496,-5.46508,135.60363,44.56075,15.5782,"0"
365.81109,84.08547,9987.336,23.08209,0.24731,9.31438,64.44876,54.98451,229.2318,11.3879,282.12444,11910.78,60.42661,0,142.74651,46535.394,21.42512,4356.522,19.16668,43.92478,31.58303,22.50539,2261.1852,319.95783,27.53183,15.55025,8073.828,124.78512,14.57515,8.12924,463.95669,55.51416,37.88383,26920.419,2.29419,19.27163,-18.03481,-254.1201,110.20611,3.10813,12645.699,-775.5255,-15.2846,149.47332,0,3.82034,17.5625,365.53854,122.39358,22.28003,"0"
280.30491,95.08959,8086.179,21.05287,0.14286,8.64004,66.43886,59.35566,238.55025,15.22437,302.73474,8623.413,67.33048,3.03624,142.25868,52920.309,32.13848,686.75286,23.57144,73.347,103.37925,21.14284,2779.0992,358.21419,33.24248,41.00994,8204.169,96.22671,14.15949,-18.52857,353.59395,66.91427,37.81745,23727.306,6.74375,20.68634,12.24502,-274.64001,112.38513,4.06102,8209.689,-909.4683,13.60004,169.31703,0,5.16071,28.4683,88.68846,149.14212,16.52874,"0"
361.08942,86.16375,8401.44,22.12782,0.1687,9.31686,43.91208,56.12488,230.74497,8.2199,283.32366,948.129,-40.1315,20.61064,125.71248,42616.47,11.54943,3813.3126,16.19561,34.19067,-21.79055,18.38878,2400.9309,147.63792,25.41643,-79.02915,11821.011,118.36812,10.5236,-83.8695,702.3096,37.1692,97.17684,33259.38,0.98114,22.31805,-25.1238,-158.30187,91.58922,8.24902,8983.869,-4420.0158,104.88276,274.38057,0,23.09347,6.31968,284.98035,205.44474,8.42725,"0"
324.41316,124.46289,7561.089,16.08438,1.51463,14.58101,65.21521,59.87627,237.80781,8.29587,324.51183,1540.5078,68.81156,47.37892,175.88859,42564.996,16.48734,1112.1903,14.13658,103.58349,-167.87355,24.06582,9800.208,122.94972,33.56333,-37.88183,120.95217,109.42986,7.83647,36.86125,407.5692,73.03926,69.53613,31360.845,4.37916,15.58469,-3.11923,-109.6617,77.44629,11.90733,9863.481,-856.0071,47.19076,420.62952,0.16829,19.29778,-65.31561,162.41565,104.91864,18.92629,"0"
